key,category,zh-TW,note
skill.formula.meta.caster-stat-spell-atk,功法,法攻,
skill.formula.meta.caster-stat-spell-def,功法,法抗,
skill.formula.meta.target-max-hp,功法,目標生命,
skill.formula.meta.target-max-qi,功法,目標靈力,
skill.formula.meta.target-stat-anti-crit,功法,目標免爆,
skill.formula.meta.target-stat-break-power,功法,目標破招,
skill.formula.meta.target-stat-crit,功法,目標暴擊,
skill.formula.meta.target-stat-crit-damage,功法,目標暴傷,
skill.formula.meta.target-stat-dodge,功法,目標閃避,
skill.formula.meta.target-stat-hit,功法,目標命中,
skill.formula.meta.target-stat-move-speed,功法,目標移速,
skill.formula.meta.target-stat-phys-def,功法,目標護甲,
skill.formula.meta.target-stat-resolve-power,功法,目標化解,
skill.formula.meta.target-stat-spell-def,功法,目標法抗,
skill.formula.var.caster-attr,功法,自身{label},
skill.formula.var.caster-hp,功法,自身當前氣血,
skill.formula.var.caster-max-hp,功法,自身最大氣血,
skill.formula.var.caster-stat,功法,自身{label},
skill.formula.var.target-attr,功法,目標{label},
skill.formula.var.target-count,功法,命中目標數,
skill.formula.var.target-hp,功法,目標當前氣血,
skill.formula.var.target-max-hp,功法,目標最大氣血,
skill.formula.var.target-stat,功法,目標{label},
technique.action.cancel-cultivate,功法,取消主修,
technique.action.set-cultivate,功法,設為主修,
technique.card.layer,功法,第{level}/{maxLevel}層,
technique.card.skills-toggle,功法,術法 {state},
technique.comprehension.discard.action,功法,放棄領悟,
technique.comprehension.discard.confirm.body,功法,放棄後會刪除 {name} 的全部未領悟進度。,
technique.comprehension.discard.confirm.cancel,功法,保留進度,
technique.comprehension.discard.confirm.ok,功法,確認放棄,
technique.comprehension.discard.confirm.subtitle,功法,該操作不可撤銷,
technique.comprehension.discard.confirm.title,功法,確認放棄 {name},
technique.constellation.hover.gain,功法,收益：{value},
technique.constellation.hover.realm,功法,境界：{realm},
technique.constellation.hover.total,功法,累計：{value},
technique.constellation.node.0,功法,天樞,
technique.constellation.node.1,功法,天璇,
technique.constellation.node.10,功法,少微,
technique.constellation.node.11,功法,玄戈,
technique.constellation.node.12,功法,北落,
technique.constellation.node.13,功法,南門,
technique.constellation.node.14,功法,角宿,
technique.constellation.node.15,功法,心宿,
technique.constellation.node.2,功法,天璣,
technique.constellation.node.3,功法,天權,
technique.constellation.node.4,功法,玉衡,
technique.constellation.node.5,功法,開陽,
technique.constellation.node.6,功法,搖光,
technique.constellation.node.7,功法,太微,
technique.constellation.node.8,功法,紫微,
technique.constellation.node.9,功法,天市,
technique.constellation.note.completed,功法,當前已抵達 {level} 層圓滿，點擊任意星位切換下方註解。,
technique.constellation.note.current,功法,當前停駐第 {level} 層，周天流轉 {percent}%，點擊任意星位切換下方註解。,
technique.constellation.progress.breaking,功法,進度：正在突破，承接 {percent}%,
technique.constellation.progress.current,功法,進度：當前停駐，周天流轉 {percent}%,
technique.constellation.progress.locked,功法,進度：境界未至,
technique.constellation.progress.passed,功法,進度：已貫通,
technique.contribution.with-raw,功法,{total}（原始：{raw}）,
technique.empty.no-completed,功法,當前沒有已圓滿的功法,
technique.empty.no-filtered,功法,當前篩選下沒有符合條件的功法,
technique.empty.no-in-progress,功法,當前沒有未圓滿的功法,
technique.empty.none-learned,功法,尚未習得功法,
technique.error.create-card-failed,功法,建立功法卡片元素失敗,
technique.exp-tooltip.above-level,功法,當前高於功法 {delta} 級，功法經驗修正為 {percent}%。,
technique.exp-tooltip.below-level,功法,當前低於功法 {delta} 級，功法經驗修正為 {percent}%。,
technique.exp-tooltip.player-realm,功法,你的境界：{realm},
technique.exp-tooltip.rule,功法,功法修速隨境界差而變。,
technique.exp-tooltip.same-level,功法,當前與功法同級，功法經驗修正為 {percent}%。,
technique.exp-tooltip.step,功法,每低一階減 {percent}%，每高一階增 {percent}%。,
technique.exp-tooltip.tech-realm,功法,此功法境界：{realm},
technique.exp-tooltip.title,功法,功法經驗修正,
technique.filter.category.all,功法,全部,
technique.filter.category.arts,功法,術法,
technique.filter.category.divine,功法,神通,
technique.filter.category.internal,功法,內功,
technique.filter.category.secret,功法,秘術,
technique.filter.status.all,功法,全部,
technique.filter.status.completed,功法,已圓滿,
technique.filter.status.in-progress,功法,未圓滿,
technique.focus.label.layer-attrs,功法,本層原始收益,
technique.focus.label.progress,功法,層位進度,
technique.focus.label.skill-nodes,功法,技能節點,
technique.focus.label.total-attrs,功法,至此累計加成,
technique.focus.title,功法,第 {level} 層星位,
technique.forget.action,功法,遺忘功法,
technique.forget.confirm.body-1,功法,即將遺忘 {name}，該功法提供的屬性與已解鎖技能會從角色身上移除。,
technique.forget.confirm.body-2,功法,當前主修若為該功法，會同時取消主修並停止修煉。,
technique.forget.confirm.cancel,功法,暫不遺忘,
technique.forget.confirm.ok,功法,確認遺忘,
technique.forget.confirm.subtitle,功法,遺忘後需要重新獲取或領悟才能再次掌握,
technique.forget.confirm.title,功法,確認遺忘 {name},
technique.layer.endpoint,功法,此層已是終點,
technique.layer.milestone,功法,此層踏入{realm},
technique.layer.next-exp,功法,升下一層需 {exp} 功法經驗,
technique.layer.no-attr-gain,功法,本層不增加屬性,
technique.layer.no-skill,功法,此層未解鎖新技能,
technique.layer.realm-stage,功法,此層屬{realm}階段,
technique.layer.state.current,功法,當前停駐,
technique.layer.state.locked,功法,尚未抵達,
technique.layer.state.passed,功法,已貫通,
technique.modal.label.current-bonus,功法,當前總加成,
technique.modal.label.current-exp,功法,當前經驗,
technique.modal.label.total-exp,功法,總經驗,
technique.modal.section.constellation,功法,周天星圖,
technique.modal.section.focus,功法,星位註解,
technique.modal.subtitle,功法,{realmLevel} · {grade} · {realm} · 第 {level}/{maxLevel} 層,
technique.progress.completed,功法,當前已達圓滿層,
technique.progress.fragment-limit,功法,已達殘卷上限,
technique.progress.fragment-limit-note,功法,當前受殘卷層數限制,
technique.progress.max-level,功法,已滿層,
technique.progress.remain-exp,功法,距下一層還需 {exp} 功法經驗,
technique.skill.empty,功法,此功法暫無技能。,
technique.skill.locked,功法,未解鎖,
technique.skill.unlock-meta,功法,第 {level} 層解鎖 · {state},
technique.skill.unlocked,功法,已解鎖,
observe.buff.category.buff,觀察,增益,範圍D固定前端可見文本
observe.buff.category.debuff,觀察,減益,範圍D固定前端可見文本
observe.buff.duration,觀察,{remaining} / {duration} 息,範圍D固定前端可見文本
observe.buff.empty.buffs,觀察,當前未見明顯增益狀態,範圍D固定前端可見文本
observe.buff.empty.debuffs,觀察,當前未見明顯減益狀態,範圍D固定前端可見文本
observe.buff.section.buffs,觀察,增益狀態,範圍D固定前端可見文本
observe.buff.section.debuffs,觀察,減益狀態,範圍D固定前端可見文本
observe.buff.tooltip.category,觀察,類別：{category},範圍D固定前端可見文本
observe.buff.tooltip.effect,觀察,效果：{effect},範圍D固定前端可見文本
observe.buff.tooltip.remaining,觀察,剩餘：{duration},範圍D固定前端可見文本
observe.buff.tooltip.source,觀察,來源：{source},範圍D固定前端可見文本
observe.buff.tooltip.stacks,觀察,層數：{stacks} / {max},範圍D固定前端可見文本
observe.entity.crowd,觀察,人群,範圍D固定前端可見文本
observe.entity.crowd.hint,觀察,此地修士眾多，神識難以一一分辨，故聚為人群顯示，不再逐一展開單人血條、增益與細節。,範圍D固定前端可見文本
observe.entity.crowd.verdict,觀察,此地人影交疊，氣機紛雜，只能辨出這裡聚著一團密集人群。,範圍D固定前端可見文本
observe.entity.detail.empty,觀察,此身氣機盡藏，暫未看出更多端倪。,範圍D固定前端可見文本
observe.entity.empty,觀察,此地空無一人。,範圍D固定前端可見文本
observe.entity.section.title,觀察,角色訊息,範圍D固定前端可見文本
observe.entity.target,觀察,目標,範圍D固定前端可見文本
observe.entity.verdict.empty,觀察,神識輕拂而過，未得更多回響。,範圍D固定前端可見文本
observe.error.section.title,觀察,觀察迴響,範圍D固定前端可見文本
observe.fengshui.detail.loading,觀察,具體分項正在隨望氣視角刷新。,範圍D固定前端可見文本
observe.fengshui.dimension.comfort,觀察,舒適/用途,範圍D固定前端可見文本
observe.fengshui.dimension.element,觀察,五行,範圍D固定前端可見文本
observe.fengshui.dimension.enclosure,觀察,圍合,範圍D固定前端可見文本
observe.fengshui.dimension.formation,觀察,陣法,範圍D固定前端可見文本
observe.fengshui.dimension.integrity,觀察,完整性,範圍D固定前端可見文本
observe.fengshui.dimension.qi,觀察,靈氣,範圍D固定前端可見文本
observe.fengshui.dimension.sha,觀察,煞氣,範圍D固定前端可見文本
observe.fengshui.dimension.shape,觀察,形制,範圍D固定前端可見文本
observe.fengshui.enclosed,觀察,封閉完整,範圍D固定前端可見文本
observe.fengshui.label.area,觀察,面積,範圍D固定前端可見文本
observe.fengshui.label.doors-windows,觀察,門窗,範圍D固定前端可見文本
observe.fengshui.label.enclosure,觀察,圍合,範圍D固定前端可見文本
observe.fengshui.label.luck,觀察,幸運,範圍D固定前端可見文本
observe.fengshui.label.room,觀察,房間,範圍D固定前端可見文本
observe.fengshui.label.score,觀察,風水,範圍D固定前端可見文本
observe.fengshui.neutral-score,觀察,平 0,範圍D固定前端可見文本
observe.fengshui.open,觀察,連通外界,範圍D固定前端可見文本
observe.fengshui.reasons.empty,觀察,暫無有效加減項。,範圍D固定前端可見文本
observe.fengshui.room.none,觀察,此處不在房間內,範圍D固定前端可見文本
observe.fengshui.section.title,觀察,房間風水,範圍D固定前端可見文本
observe.ground.empty,觀察,地面無物。,範圍D固定前端可見文本
observe.ground.empty.takeable,觀察,此地無物可取。,範圍D固定前端可見文本
observe.ground.meta,觀察,來源：{source} · 共 {count} 種堆疊,範圍D固定前端可見文本
observe.ground.section.title,觀察,地面物品,範圍D固定前端可見文本
observe.ground.source,觀察,掉落來源,範圍D固定前端可見文本
observe.hidden.default-desc,觀察,這裡隱約殘留著一處被刻意遮掩的入口痕跡。,範圍D固定前端可見文本
observe.hidden.section.title,觀察,隱藏入口,範圍D固定前端可見文本
observe.hidden.trace,觀察,痕跡,範圍D固定前端可見文本
observe.label.hp,觀察,氣血,範圍D固定前端可見文本
observe.label.life,觀察,生命,範圍D固定前端可見文本
observe.label.qi,觀察,靈力,範圍D固定前端可見文本
observe.loot.action,觀察,掉落物,範圍D固定前端可見文本
observe.loot.action.title-locked,觀察,神識完全探查後可查看掉落物與概率,範圍D固定前端可見文本
observe.loot.action.title-ready,觀察,查看掉落物與概率,範圍D固定前端可見文本
observe.loot.empty,觀察,此獠身上暫未看出穩定掉落。,範圍D固定前端可見文本
observe.loot.modal.section,觀察,掉落預覽,範圍D固定前端可見文本
observe.loot.modal.subtitle,觀察,當前神識推演下的實際掉落概率,範圍D固定前端可見文本
observe.loot.modal.title,觀察,{name}掉落物,範圍D固定前端可見文本
observe.loot.more,觀察,另有 {count} 項潛在掉落，展開可查看完整列表。,範圍D固定前端可見文本
observe.portal.destination,觀察,界門去向,範圍D固定前端可見文本
observe.portal.direction.one-way,觀察,單向,範圍D固定前端可見文本
observe.portal.direction.two-way,觀察,雙向,範圍D固定前端可見文本
observe.portal.kind.gate,觀察,關隘,範圍D固定前端可見文本
observe.portal.kind.portal,觀察,傳送點,範圍D固定前端可見文本
observe.portal.kind.stairs,觀察,樓梯,範圍D固定前端可見文本
observe.portal.label.direction,觀察,方向,範圍D固定前端可見文本
observe.portal.label.target-coordinate,觀察,目標座標,範圍D固定前端可見文本
observe.portal.label.target-map,觀察,目標地圖,範圍D固定前端可見文本
observe.portal.label.trigger,觀察,觸發方式,範圍D固定前端可見文本
observe.portal.label.type,觀察,類型,範圍D固定前端可見文本
observe.portal.section.title,觀察,傳送點,範圍D固定前端可見文本
observe.portal.trigger.auto,觀察,自動觸發,範圍D固定前端可見文本
