key,category,zh-CN,note
skill.formula.meta.caster-stat-phys-def,功法,护甲,
skill.formula.meta.caster-stat-resolve-power,功法,化解,
skill.formula.meta.caster-stat-spell-atk,功法,法攻,
skill.formula.meta.caster-stat-spell-def,功法,法抗,
skill.formula.meta.target-max-hp,功法,目标生命,
skill.formula.meta.target-max-qi,功法,目标灵力,
skill.formula.meta.target-stat-anti-crit,功法,目标免爆,
skill.formula.meta.target-stat-break-power,功法,目标破招,
skill.formula.meta.target-stat-crit,功法,目标暴击,
skill.formula.meta.target-stat-crit-damage,功法,目标暴伤,
skill.formula.meta.target-stat-dodge,功法,目标闪避,
skill.formula.meta.target-stat-hit,功法,目标命中,
skill.formula.meta.target-stat-move-speed,功法,目标移速,
skill.formula.meta.target-stat-phys-def,功法,目标护甲,
skill.formula.meta.target-stat-resolve-power,功法,目标化解,
skill.formula.meta.target-stat-spell-def,功法,目标法抗,
skill.formula.var.caster-attr,功法,自身{label},
skill.formula.var.caster-hp,功法,自身当前气血,
skill.formula.var.caster-max-hp,功法,自身最大气血,
skill.formula.var.caster-stat,功法,自身{label},
skill.formula.var.target-attr,功法,目标{label},
skill.formula.var.target-count,功法,命中目标数,
skill.formula.var.target-hp,功法,目标当前气血,
skill.formula.var.target-max-hp,功法,目标最大气血,
skill.formula.var.target-stat,功法,目标{label},
technique.action.cancel-cultivate,功法,取消主修,
technique.action.set-cultivate,功法,设为主修,
technique.card.layer,功法,第{level}/{maxLevel}层,
technique.card.skills-toggle,功法,术法 {state},
technique.comprehension.discard.action,功法,放弃领悟,
technique.comprehension.discard.confirm.body,功法,放弃后会删除 {name} 的全部未领悟进度。,
technique.comprehension.discard.confirm.cancel,功法,保留进度,
technique.comprehension.discard.confirm.ok,功法,确认放弃,
technique.comprehension.discard.confirm.subtitle,功法,该操作不可撤销,
technique.comprehension.discard.confirm.title,功法,确认放弃 {name},
technique.constellation.hover.gain,功法,收益：{value},
technique.constellation.hover.realm,功法,境界：{realm},
technique.constellation.hover.total,功法,累计：{value},
technique.constellation.node.0,功法,天枢,
technique.constellation.node.1,功法,天璇,
technique.constellation.node.10,功法,少微,
technique.constellation.node.11,功法,玄戈,
technique.constellation.node.12,功法,北落,
technique.constellation.node.13,功法,南门,
technique.constellation.node.14,功法,角宿,
technique.constellation.node.15,功法,心宿,
technique.constellation.node.2,功法,天玑,
technique.constellation.node.3,功法,天权,
technique.constellation.node.4,功法,玉衡,
technique.constellation.node.5,功法,开阳,
technique.constellation.node.6,功法,摇光,
technique.constellation.node.7,功法,太微,
technique.constellation.node.8,功法,紫微,
technique.constellation.node.9,功法,天市,
technique.constellation.note.completed,功法,当前已抵达 {level} 层圆满，点击任意星位切换下方注解。,
technique.constellation.note.current,功法,当前停驻第 {level} 层，周天流转 {percent}%，点击任意星位切换下方注解。,
technique.constellation.progress.breaking,功法,进度：正在突破，承接 {percent}%,
technique.constellation.progress.current,功法,进度：当前停驻，周天流转 {percent}%,
technique.constellation.progress.locked,功法,进度：境界未至,
technique.constellation.progress.passed,功法,进度：已贯通,
technique.contribution.with-raw,功法,{total}（原始：{raw}）,
technique.empty.no-completed,功法,当前没有已圆满的功法,
technique.empty.no-filtered,功法,当前筛选下没有符合条件的功法,
technique.empty.no-in-progress,功法,当前没有未圆满的功法,
technique.empty.none-learned,功法,尚未习得功法,
technique.error.create-card-failed,功法,创建功法卡片元素失败,
technique.exp-tooltip.above-level,功法,当前高于功法 {delta} 级，功法经验修正为 {percent}%。,
technique.exp-tooltip.below-level,功法,当前低于功法 {delta} 级，功法经验修正为 {percent}%。,
technique.exp-tooltip.player-realm,功法,你的境界：{realm},
technique.exp-tooltip.rule,功法,功法修速随境界差而变。,
technique.exp-tooltip.same-level,功法,当前与功法同级，功法经验修正为 {percent}%。,
technique.exp-tooltip.step,功法,每低一阶减 {percent}%，每高一阶增 {percent}%。,
technique.exp-tooltip.tech-realm,功法,此功法境界：{realm},
technique.exp-tooltip.title,功法,功法经验修正,
technique.filter.category.all,功法,全部,
technique.filter.category.arts,功法,术法,
technique.filter.category.divine,功法,神通,
technique.filter.category.internal,功法,内功,
technique.filter.category.secret,功法,秘术,
technique.filter.status.all,功法,全部,
technique.filter.status.completed,功法,已圆满,
technique.filter.status.in-progress,功法,未圆满,
technique.focus.label.layer-attrs,功法,本层原始收益,
technique.focus.label.progress,功法,层位进度,
technique.focus.label.skill-nodes,功法,技能节点,
technique.focus.label.total-attrs,功法,至此累计加成,
technique.focus.title,功法,第 {level} 层星位,
technique.forget.action,功法,遗忘功法,
technique.forget.confirm.body-1,功法,即将遗忘 {name}，该功法提供的属性与已解锁技能会从角色身上移除。,
technique.forget.confirm.body-2,功法,当前主修若为该功法，会同时取消主修并停止修炼。,
technique.forget.confirm.cancel,功法,暂不遗忘,
technique.forget.confirm.ok,功法,确认遗忘,
technique.forget.confirm.subtitle,功法,遗忘后需要重新获取或领悟才能再次掌握,
technique.forget.confirm.title,功法,确认遗忘 {name},
technique.layer.endpoint,功法,此层已是终点,
technique.layer.milestone,功法,此层踏入{realm},
technique.layer.next-exp,功法,升下一层需 {exp} 功法经验,
technique.layer.no-attr-gain,功法,本层不增加属性,
technique.layer.no-skill,功法,此层未解锁新技能,
technique.layer.realm-stage,功法,此层属{realm}阶段,
technique.layer.state.current,功法,当前停驻,
technique.layer.state.locked,功法,尚未抵达,
technique.layer.state.passed,功法,已贯通,
technique.modal.label.current-bonus,功法,当前总加成,
technique.modal.label.current-exp,功法,当前经验,
technique.modal.label.total-exp,功法,总经验,
technique.modal.section.constellation,功法,周天星图,
technique.modal.section.focus,功法,星位注解,
technique.modal.subtitle,功法,{realmLevel} · {grade} · {realm} · 第 {level}/{maxLevel} 层,
technique.progress.completed,功法,当前已达圆满层,
technique.progress.fragment-limit,功法,已达残卷上限,
technique.progress.fragment-limit-note,功法,当前受残卷层数限制,
technique.progress.max-level,功法,已满层,
technique.progress.remain-exp,功法,距下一层还需 {exp} 功法经验,
technique.skill.empty,功法,此功法暂无技能。,
technique.skill.locked,功法,未解锁,
technique.skill.unlock-meta,功法,第 {level} 层解锁 · {state},
technique.skill.unlocked,功法,已解锁,
observe.buff.category.buff,观察,增益,范围D固定前端可见文本
observe.buff.category.debuff,观察,减益,范围D固定前端可见文本
observe.buff.duration,观察,{remaining} / {duration} 息,范围D固定前端可见文本
observe.buff.empty.buffs,观察,当前未见明显增益状态,范围D固定前端可见文本
observe.buff.empty.debuffs,观察,当前未见明显减益状态,范围D固定前端可见文本
observe.buff.section.buffs,观察,增益状态,范围D固定前端可见文本
observe.buff.section.debuffs,观察,减益状态,范围D固定前端可见文本
observe.buff.tooltip.category,观察,类别：{category},范围D固定前端可见文本
observe.buff.tooltip.effect,观察,效果：{effect},范围D固定前端可见文本
observe.buff.tooltip.remaining,观察,剩余：{duration},范围D固定前端可见文本
observe.buff.tooltip.source,观察,来源：{source},范围D固定前端可见文本
observe.buff.tooltip.stacks,观察,层数：{stacks} / {max},范围D固定前端可见文本
observe.entity.crowd,观察,人群,范围D固定前端可见文本
observe.entity.crowd.hint,观察,此地修士众多，神识难以一一分辨，故聚为人群显示，不再逐一展开单人血条、增益与细节。,范围D固定前端可见文本
observe.entity.crowd.verdict,观察,此地人影交叠，气机纷杂，只能辨出这里聚着一团密集人群。,范围D固定前端可见文本
observe.entity.detail.empty,观察,此身气机尽藏，暂未看出更多端倪。,范围D固定前端可见文本
observe.entity.empty,观察,此地空无一人。,范围D固定前端可见文本
observe.entity.section.title,观察,角色信息,范围D固定前端可见文本
observe.entity.target,观察,目标,范围D固定前端可见文本
observe.entity.verdict.empty,观察,神识轻拂而过，未得更多回响。,范围D固定前端可见文本
observe.error.section.title,观察,观察回响,范围D固定前端可见文本
observe.fengshui.detail.loading,观察,具体分项正在随望气视角刷新。,范围D固定前端可见文本
observe.fengshui.dimension.comfort,观察,舒适/用途,范围D固定前端可见文本
observe.fengshui.dimension.element,观察,五行,范围D固定前端可见文本
observe.fengshui.dimension.enclosure,观察,围合,范围D固定前端可见文本
observe.fengshui.dimension.formation,观察,阵法,范围D固定前端可见文本
observe.fengshui.dimension.integrity,观察,完整性,范围D固定前端可见文本
observe.fengshui.dimension.qi,观察,灵气,范围D固定前端可见文本
observe.fengshui.dimension.sha,观察,煞气,范围D固定前端可见文本
observe.fengshui.dimension.shape,观察,形制,范围D固定前端可见文本
observe.fengshui.enclosed,观察,封闭完整,范围D固定前端可见文本
observe.fengshui.label.area,观察,面积,范围D固定前端可见文本
observe.fengshui.label.doors-windows,观察,门窗,范围D固定前端可见文本
observe.fengshui.label.enclosure,观察,围合,范围D固定前端可见文本
observe.fengshui.label.luck,观察,幸运,范围D固定前端可见文本
observe.fengshui.label.room,观察,房间,范围D固定前端可见文本
observe.fengshui.label.score,观察,风水,范围D固定前端可见文本
observe.fengshui.neutral-score,观察,平 0,范围D固定前端可见文本
observe.fengshui.open,观察,连通外界,范围D固定前端可见文本
observe.fengshui.reasons.empty,观察,暂无有效加减项。,范围D固定前端可见文本
observe.fengshui.room.none,观察,此处不在房间内,范围D固定前端可见文本
observe.fengshui.section.title,观察,房间风水,范围D固定前端可见文本
observe.ground.empty,观察,地面无物。,范围D固定前端可见文本
observe.ground.empty.takeable,观察,此地无物可取。,范围D固定前端可见文本
observe.ground.meta,观察,来源：{source} · 共 {count} 种堆叠,范围D固定前端可见文本
observe.ground.section.title,观察,地面物品,范围D固定前端可见文本
observe.ground.source,观察,掉落来源,范围D固定前端可见文本
observe.hidden.default-desc,观察,这里隐约残留着一处被刻意遮掩的入口痕迹。,范围D固定前端可见文本
observe.hidden.section.title,观察,隐藏入口,范围D固定前端可见文本
observe.hidden.trace,观察,痕迹,范围D固定前端可见文本
observe.label.hp,观察,气血,范围D固定前端可见文本
observe.label.life,观察,生命,范围D固定前端可见文本
observe.label.qi,观察,灵力,范围D固定前端可见文本
observe.loot.action,观察,掉落物,范围D固定前端可见文本
observe.loot.action.title-locked,观察,神识完全探查后可查看掉落物与概率,范围D固定前端可见文本
observe.loot.action.title-ready,观察,查看掉落物与概率,范围D固定前端可见文本
observe.loot.empty,观察,此獠身上暂未看出稳定掉落。,范围D固定前端可见文本
observe.loot.modal.section,观察,掉落预览,范围D固定前端可见文本
observe.loot.modal.subtitle,观察,当前神识推演下的实际掉落概率,范围D固定前端可见文本
observe.loot.modal.title,观察,{name}掉落物,范围D固定前端可见文本
observe.loot.more,观察,另有 {count} 项潜在掉落，展开可查看完整列表。,范围D固定前端可见文本
observe.portal.destination,观察,界门去向,范围D固定前端可见文本
observe.portal.direction.one-way,观察,单向,范围D固定前端可见文本
observe.portal.direction.two-way,观察,双向,范围D固定前端可见文本
observe.portal.kind.gate,观察,关隘,范围D固定前端可见文本
